Exchange,Symbol,Name,Symbol_Name,Sector,Industry
NASDAQ,SHEN,Shenandoah Telecommunications Co Common Stock,SHEN | Shenandoah Telecommunications Co Common Stock,Telecommunications,Telecommunications Equipment
NASDAQ,SHFS,SHF Holdings Inc. Class A Common Stock,SHFS | SHF Holdings Inc. Class A Common Stock,Finance,Finance: Consumer Services
NASDAQ,SHFSW,SHF Holdings Inc. Warrants,SHFSW | SHF Holdings Inc. Warrants,Finance,Finance: Consumer Services
NASDAQ,SHIM,Shimmick Corporation Common Stock,SHIM | Shimmick Corporation Common Stock,Industrials,Military/Government/Technical
NASDAQ,SHIP,Seanergy Maritime Holdings Corp. Common Stock,SHIP | Seanergy Maritime Holdings Corp. Common Stock,Consumer Discretionary,Marine Transportation
NASDAQ,SHLS,Shoals Technologies Group Inc. Class A Common Stock,SHLS | Shoals Technologies Group Inc. Class A Common Stock,Technology,Semiconductors
NASDAQ,SHLT,SHL Telemedicine Ltd American Depositary Shares,SHLT | SHL Telemedicine Ltd American Depositary Shares,Health Care,Medical/Nursing Services
NASDAQ,SHMD,SCHMID Group N.V. Class A Ordinary Shares,SHMD | SCHMID Group N.V. Class A Ordinary Shares,Technology,Industrial Machinery/Components
NASDAQ,SHMDW,SCHMID Group N.V. Warrants,SHMDW | SCHMID Group N.V. Warrants,Technology,Industrial Machinery/Components
NASDAQ,SHOO,Steven Madden Ltd. Common Stock,SHOO | Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing
NASDAQ,SHOP,Shopify Inc. Class A Subordinate Voting Shares,SHOP | Shopify Inc. Class A Subordinate Voting Shares,Technology,Computer Software: Prepackaged Software
NASDAQ,SHOT,Safety Shot Inc. Common Stock,SHOT | Safety Shot Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
NASDAQ,SHOTW,Safety Shot Inc. Warrant,SHOTW | Safety Shot Inc. Warrant,Consumer Discretionary,Package Goods/Cosmetics
NASDAQ,SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,SHPH | Shuttle Pharmaceuticals Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SHYF,The Shyft Group Inc. Common Stock,SHYF | The Shyft Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
NASDAQ,SIBN,SI-BONE Inc. Common Stock,SIBN | SI-BONE Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SIDU,Sidus Space Inc. Class A Common Stock,SIDU | Sidus Space Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment
NASDAQ,SIEB,Siebert Financial Corp. Common Stock,SIEB | Siebert Financial Corp. Common Stock,Finance,Investment Bankers/Brokers/Service
NASDAQ,SIFY,Sify Technologies Limited American Depositary Shares,SIFY | Sify Technologies Limited American Depositary Shares,Technology,Computer Software: Programming Data Processing
NASDAQ,SIGA,SIGA Technologies Inc. Common Stock,SIGA | SIGA Technologies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SIGI,Selective Insurance Group Inc. Common Stock,SIGI | Selective Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
NASDAQ,SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,SIGIP | Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,Finance,Property-Casualty Insurers
NASDAQ,SILC,Silicom Ltd Ordinary Shares,SILC | Silicom Ltd Ordinary Shares,Telecommunications,Computer Communications Equipment
NASDAQ,SILO,Silo Pharma Inc. Common Stock,SILO | Silo Pharma Inc. Common Stock,Consumer Discretionary,Apparel
NASDAQ,SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,SIMA | SIM Acquisition Corp. I Class A Ordinary Shares,Miscellaneous,Industrial Machinery/Components
NASDAQ,SIMAW,SIM Acquisition Corp. I Warrant,SIMAW | SIM Acquisition Corp. I Warrant,Finance,Blank Checks
NASDAQ,SIMO,Silicon Motion Technology Corporation American Depositary Shares,SIMO | Silicon Motion Technology Corporation American Depositary Shares,Technology,Semiconductors
NASDAQ,SINT,SiNtx Technologies Inc. Common Stock,SINT | SiNtx Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SION,Sionna Therapeutics Inc. Common Stock,SION | Sionna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SIRI,SiriusXM Holdings Inc. Common Stock,SIRI | SiriusXM Holdings Inc. Common Stock,Consumer Discretionary,Broadcasting
NASDAQ,SISI,Shineco Inc. Common Stock,SISI | Shineco Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NASDAQ,SITM,SiTime Corporation Common Stock,SITM | SiTime Corporation Common Stock,Technology,Semiconductors
NASDAQ,SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,SJ | Scienjoy Holding Corporation Class A Ordinary Shares ,Technology,EDP Services
NASDAQ,SJW,SJW Group Common Stock,SJW | SJW Group Common Stock,Utilities,Water Supply
NASDAQ,SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,SKBL | Skyline Builders Group Holding Limited Class A Ordinary Shares,Consumer Discretionary,Engineering & Construction
NASDAQ,SKGR,SK Growth Opportunities Corporation Class A Common Stock,SKGR | SK Growth Opportunities Corporation Class A Common Stock,Finance,Blank Checks
NASDAQ,SKGRU,SK Growth Opportunities Corporation Unit,SKGRU | SK Growth Opportunities Corporation Unit,Finance,Blank Checks
NASDAQ,SKGRW,SK Growth Opportunities Corporation Warrant,SKGRW | SK Growth Opportunities Corporation Warrant,Finance,Blank Checks
NASDAQ,SKIN,The Beauty Health Company Class A Common Stock,SKIN | The Beauty Health Company Class A Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SKK,SKK Holdings Limited Ordinary Shares,SKK | SKK Holdings Limited Ordinary Shares,Industrials,Water Sewer Pipeline Comm & Power Line Construction
NASDAQ,SKWD,Skyward Specialty Insurance Group Inc. Common Stock,SKWD | Skyward Specialty Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
NASDAQ,SKYE,Skye Bioscience Inc. Common Stock,SKYE | Skye Bioscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SKYQ,Sky Quarry Inc. Common Stock,SKYQ | Sky Quarry Inc. Common Stock,Industrials,Environmental Services
NASDAQ,SKYT,SkyWater Technology Inc. Common Stock,SKYT | SkyWater Technology Inc. Common Stock,Technology,Semiconductors
NASDAQ,SKYW,SkyWest Inc. Common Stock,SKYW | SkyWest Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
NASDAQ,SKYX,SKYX Platforms Corp. Common Stock,SKYX | SKYX Platforms Corp. Common Stock,Consumer Discretionary,Building Products
NASDAQ,SLAB,Silicon Laboratories Inc. Common Stock,SLAB | Silicon Laboratories Inc. Common Stock,Technology,Semiconductors
NASDAQ,SLDB,Solid Biosciences Inc. Common Stock,SLDB | Solid Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SLDP,Solid Power Inc. Class A Common Stock,SLDP | Solid Power Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components
NASDAQ,SLDPW,Solid Power Inc. Warrant,SLDPW | Solid Power Inc. Warrant,Miscellaneous,Industrial Machinery/Components
NASDAQ,SLE,Super League Enterprise Inc. Common Stock,SLE | Super League Enterprise Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ,SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,SLGL | Sol-Gel Technologies Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SLM,SLM Corporation Common Stock,SLM | SLM Corporation Common Stock,Finance,Finance: Consumer Services
NASDAQ,SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,SLMBP | SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance,Finance: Consumer Services
NASDAQ,SLN,Silence Therapeutics Plc American Depository Share,SLN | Silence Therapeutics Plc American Depository Share,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SLNG,Stabilis Solutions Inc. Common Stock,SLNG | Stabilis Solutions Inc. Common Stock,Utilities,Oil/Gas Transmission
NASDAQ,SLNH,Soluna Holdings Inc. Common Stock,SLNH | Soluna Holdings Inc. Common Stock,Technology,EDP Services
NASDAQ,SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,SLNHP | Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,Technology,EDP Services
NASDAQ,SLNO,Soleno Therapeutics Inc. Common Stock,SLNO | Soleno Therapeutics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,SLP,Simulations Plus Inc. Common Stock,SLP | Simulations Plus Inc. Common Stock,Technology,EDP Services
NASDAQ,SLRC,SLR Investment Corp. Common Stock,SLRC | SLR Investment Corp. Common Stock,Finance,Finance/Investors Services
NASDAQ,SLRN,ACELYRIN INC. Common Stock,SLRN | ACELYRIN INC. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SLRX,Salarius Pharmaceuticals Inc. Common Stock,SLRX | Salarius Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SLS,SELLAS Life Sciences Group Inc. Common Stock,SLS | SELLAS Life Sciences Group Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SLXN,Silexion Therapeutics Corp Ordinary Shares,SLXN | Silexion Therapeutics Corp Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SLXNW,Silexion Therapeutics Corp Warrant,SLXNW | Silexion Therapeutics Corp Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SMBC,Southern Missouri Bancorp Inc. Common Stock,SMBC | Southern Missouri Bancorp Inc. Common Stock,Finance,Banks
NASDAQ,SMCI,Super Micro Computer Inc. Common Stock,SMCI | Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing
NASDAQ,SMID,Smith-Midland Corporation Common Stock,SMID | Smith-Midland Corporation Common Stock,Industrials,Building Materials
NASDAQ,SMLR,Semler Scientific Inc. Common Stock,SMLR | Semler Scientific Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NASDAQ,SMMT,Summit Therapeutics Inc. Common Stock ,SMMT | Summit Therapeutics Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SMPL,The Simply Good Foods Company Common Stock,SMPL | The Simply Good Foods Company Common Stock,Consumer Staples,Packaged Foods
NASDAQ,SMSI,Smith Micro Software Inc. Common Stock,SMSI | Smith Micro Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SMTC,Semtech Corporation Common Stock,SMTC | Semtech Corporation Common Stock,Technology,Semiconductors
NASDAQ,SMTI,Sanara MedTech Inc. Common Stock,SMTI | Sanara MedTech Inc. Common Stock,Health Care,Industrial Specialties
NASDAQ,SMTK,SmartKem Inc. Common Stock,SMTK | SmartKem Inc. Common Stock,Technology,Semiconductors
NASDAQ,SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,SMX | SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Technology,Industrial Machinery/Components
NASDAQ,SMXT,Solarmax Technology Inc. Common Stock,SMXT | Solarmax Technology Inc. Common Stock,Consumer Discretionary,Engineering & Construction
NASDAQ,SMXWW,SMX (Security Matters) Public Limited Company Warrant,SMXWW | SMX (Security Matters) Public Limited Company Warrant,Technology,Industrial Machinery/Components
NASDAQ,SNAL,Snail Inc. Class A Common Stock,SNAL | Snail Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SNBR,Sleep Number Corporation Common Stock,SNBR | Sleep Number Corporation Common Stock,Consumer Discretionary,Home Furnishings
NASDAQ,SNCR,Synchronoss Technologies Inc. Common Stock,SNCR | Synchronoss Technologies Inc. Common Stock,Technology,EDP Services
NASDAQ,SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,SNCRL | Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNCY,Sun Country Airlines Holdings Inc. Common Stock,SNCY | Sun Country Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
NASDAQ,SND,Smart Sand Inc. Common Stock,SND | Smart Sand Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NASDAQ,SNDK,Sandisk Corporation Common Stock,SNDK | Sandisk Corporation Common Stock,Technology,Electronic Components
NASDAQ,SNDL,SNDL Inc. Common Shares,SNDL | SNDL Inc. Common Shares,Health Care, Medicinal Chemicals and Botanical Products 
NASDAQ,SNDX,Syndax Pharmaceuticals Inc. Common Stock,SNDX | Syndax Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNES,SenesTech Inc. Common Stock,SNES | SenesTech Inc. Common Stock,Industrials,Agricultural Chemicals
NASDAQ,SNEX,StoneX Group Inc. Common Stock,SNEX | StoneX Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
NASDAQ,SNFCA,Security National Financial Corporation Class A Common Stock,SNFCA | Security National Financial Corporation Class A Common Stock,Finance,Finance: Consumer Services
NASDAQ,SNGX,Soligenix Inc. Common Stock,SNGX | Soligenix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNOA,Sonoma Pharmaceuticals Inc. Common Stock,SNOA | Sonoma Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNPS,Synopsys Inc. Common Stock,SNPS | Synopsys Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SNPX,Synaptogenix Inc. Common Stock,SNPX | Synaptogenix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNRE,Sunrise Communications AG American Depositary Shares representing Class A shares,SNRE | Sunrise Communications AG American Depositary Shares representing Class A shares,Telecommunications,Cable & Other Pay Television Services
NASDAQ,SNSE,Sensei Biotherapeutics Inc. Common Stock,SNSE | Sensei Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNT,Senstar Technologies Corporation Common Shares,SNT | Senstar Technologies Corporation Common Shares,Telecommunications,Telecommunications Equipment
NASDAQ,SNTG,Sentage Holdings Inc. Class A Ordinary Shares,SNTG | Sentage Holdings Inc. Class A Ordinary Shares,Finance,Finance: Consumer Services
NASDAQ,SNTI,Senti Biosciences Inc. Common Stock,SNTI | Senti Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SNWV,SANUWAVE Health Inc. Common Stock,SNWV | SANUWAVE Health Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SNY,Sanofi ADS,SNY | Sanofi ADS,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SNYR,Synergy CHC Corp. Common Stock,SNYR | Synergy CHC Corp. Common Stock,Health Care,Other Pharmaceuticals
NASDAQ,SOBR,SOBR Safe Inc. Common Stock,SOBR | SOBR Safe Inc. Common Stock,Consumer Discretionary,Newspapers/Magazines
NASDAQ,SOFI,SoFi Technologies Inc. Common Stock  ,SOFI | SoFi Technologies Inc. Common Stock  ,Finance,Finance: Consumer Services
NASDAQ,SOGP,Sound Group Inc. American Depositary Shares,SOGP | Sound Group Inc. American Depositary Shares,Technology,Computer Software: Programming Data Processing
NASDAQ,SOHO,Sotherly Hotels Inc. Common Stock,SOHO | Sotherly Hotels Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NASDAQ,SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB | Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
NASDAQ,SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON | Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
NASDAQ,SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO | Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
NASDAQ,SOHU,Sohu.com Limited American Depositary Shares,SOHU | Sohu.com Limited American Depositary Shares,Technology,EDP Services
NASDAQ,SOND,Sonder Holdings Inc. Class A Common Stock,SOND | Sonder Holdings Inc. Class A Common Stock,Consumer Discretionary,Hotels/Resorts
NASDAQ,SONDW,Sonder Holdings Inc. Warrants,SONDW | Sonder Holdings Inc. Warrants,Consumer Discretionary,Hotels/Resorts
NASDAQ,SONM,Sonim Technologies Inc. Common Stock,SONM | Sonim Technologies Inc. Common Stock,Utilities,Telecommunications Equipment
NASDAQ,SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN | Sonnet BioTherapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SONO,Sonos Inc. Common Stock,SONO | Sonos Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
NASDAQ,SOPA,Society Pass Incorporated Common Stock,SOPA | Society Pass Incorporated Common Stock,Consumer Discretionary,Business Services
NASDAQ,SOPH,SOPHiA GENETICS SA Ordinary Shares,SOPH | SOPHiA GENETICS SA Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SOTK,Sono-Tek Corporation Common Stock,SOTK | Sono-Tek Corporation Common Stock,Technology,Industrial Machinery/Components
NASDAQ,SOUN,SoundHound AI Inc Class A Common Stock,SOUN | SoundHound AI Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SOUNW,SoundHound AI Inc. Warrant,SOUNW | SoundHound AI Inc. Warrant,Technology,Computer Software: Prepackaged Software
NASDAQ,SOWG,Sow Good Inc. Common Stock,SOWG | Sow Good Inc. Common Stock,Consumer Staples,Packaged Foods
NASDAQ,SPAI,Safe Pro Group Inc. Common Stock,SPAI | Safe Pro Group Inc. Common Stock,Health Care,Industrial Specialties
NASDAQ,SPCB,SuperCom Ltd. Ordinary Shares (Israel),SPCB | SuperCom Ltd. Ordinary Shares (Israel),Technology,Semiconductors
NASDAQ,SPFI,South Plains Financial Inc. Common Stock,SPFI | South Plains Financial Inc. Common Stock,Finance,Major Banks
NASDAQ,SPHL,Springview Holdings Ltd Class A Ordinary Shares,SPHL | Springview Holdings Ltd Class A Ordinary Shares,Consumer Discretionary,Homebuilding
NASDAQ,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,SPKL | Spark I Acquisition Corp. Class A Ordinary Share,,
NASDAQ,SPKLW,Spark I Acquisition Corp. Warrant,SPKLW | Spark I Acquisition Corp. Warrant,,
NASDAQ,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),SPNS | Sapiens International Corporation N.V. Common Shares (Cayman Islands),Technology,Computer Software: Prepackaged Software
NASDAQ,SPOK,Spok Holdings Inc. Common Stock,SPOK | Spok Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
NASDAQ,SPPL,SIMPPLE LTD. Ordinary Shares,SPPL | SIMPPLE LTD. Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
NASDAQ,SPRB,Spruce Biosciences Inc. Common Stock,SPRB | Spruce Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SPRC,SciSparc Ltd. Ordinary Shares,SPRC | SciSparc Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SPRO,Spero Therapeutics Inc. Common Stock,SPRO | Spero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SPRY,ARS Pharmaceuticals Inc. Common Stock,SPRY | ARS Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SPSC,SPS Commerce Inc. Common Stock,SPSC | SPS Commerce Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SPT,Sprout Social Inc Class A Common Stock,SPT | Sprout Social Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SPTN,SpartanNash Company Common Stock,SPTN | SpartanNash Company Common Stock,Consumer Discretionary,Food Distributors
NASDAQ,SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,SPWH | Sportsman's Warehouse Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
NASDAQ,SQFT,Presidio Property Trust Inc. Class A Common Stock,SQFT | Presidio Property Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts
NASDAQ,SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,SQFTP | Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts
NASDAQ,SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,SQFTW | Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate,Real Estate Investment Trusts
NASDAQ,SRAD,Sportradar Group AG Class A Ordinary Shares,SRAD | Sportradar Group AG Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing
NASDAQ,SRBK,SR Bancorp Inc. Common stock,SRBK | SR Bancorp Inc. Common stock,Finance,Banks
NASDAQ,SRCE,1st Source Corporation Common Stock,SRCE | 1st Source Corporation Common Stock,Finance,Major Banks
NASDAQ,SRDX,Surmodics Inc. Common Stock,SRDX | Surmodics Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SRM,SRM Entertainment Inc. Common Stock,SRM | SRM Entertainment Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
NASDAQ,SRPT,Sarepta Therapeutics Inc. Common Stock (DE),SRPT | Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,SRRK,Scholar Rock Holding Corporation Common Stock,SRRK | Scholar Rock Holding Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SRTS,Sensus Healthcare Inc. Common Stock,SRTS | Sensus Healthcare Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SRZN,Surrozen Inc. Common Stock,SRZN | Surrozen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SRZNW,Surrozen Inc. Warrant,SRZNW | Surrozen Inc. Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,SSBI,Summit State Bank Common Stock,SSBI | Summit State Bank Common Stock,Finance,Major Banks
NASDAQ,SSBK,Southern States Bancshares Inc. Common Stock,SSBK | Southern States Bancshares Inc. Common Stock,Finance,Savings Institutions
NASDAQ,SSKN,Strata Skin Sciences Inc. Common Stock,SSKN | Strata Skin Sciences Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,SSNC,SS&C Technologies Holdings Inc. Common Stock,SSNC | SS&C Technologies Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SSP,E.W. Scripps Company (The) Class A Common Stock,SSP | E.W. Scripps Company (The) Class A Common Stock,Industrials,Broadcasting
NASDAQ,SSRM,SSR Mining Inc. Common Stock,SSRM | SSR Mining Inc. Common Stock,Industrials,Precious Metals
NASDAQ,SSSS,SuRo Capital Corp. Common Stock,SSSS | SuRo Capital Corp. Common Stock,Finance,Finance: Consumer Services
NASDAQ,SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,SSSSL | SuRo Capital Corp. 6.00% Notes due 2026,Finance,Finance: Consumer Services
NASDAQ,SSTI,SoundThinking Inc. Common Stock,SSTI | SoundThinking Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,SSYS,Stratasys Ltd. Ordinary Shares (Israel),SSYS | Stratasys Ltd. Ordinary Shares (Israel),Technology,Computer peripheral equipment
NASDAQ,STAA,STAAR Surgical Company Common Stock,STAA | STAAR Surgical Company Common Stock,Health Care,Ophthalmic Goods
NASDAQ,STAI,ScanTech AI Systems Inc. Common stock,STAI | ScanTech AI Systems Inc. Common stock,Industrials,Electrical Products
NASDAQ,STAK,STAK Inc. Ordinary Shares,STAK | STAK Inc. Ordinary Shares,Industrials,Metal Fabrications
NASDAQ,STBA,S&T Bancorp Inc. Common Stock,STBA | S&T Bancorp Inc. Common Stock,Finance,Major Banks
NASDAQ,STBX,Starbox Group Holdings Ltd. Class A Ordinary Shares,STBX | Starbox Group Holdings Ltd. Class A Ordinary Shares,Consumer Discretionary,Advertising
NASDAQ,STEC,Santech Holdings Limited American Depositary Shares,STEC | Santech Holdings Limited American Depositary Shares,Finance,Investment Managers
NASDAQ,STEP,StepStone Group Inc. Class A Common Stock,STEP | StepStone Group Inc. Class A Common Stock,Finance,Investment Managers
NASDAQ,STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,STFS | Star Fashion Culture Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Advertising
NASDAQ,STGW,Stagwell Inc. Class A Common Stock,STGW | Stagwell Inc. Class A Common Stock,Consumer Discretionary,Advertising
NASDAQ,STHO,Star Holdings Shares of Beneficial Interest,STHO | Star Holdings Shares of Beneficial Interest,Real Estate,Real Estate
NASDAQ,STI,Solidion Technology Inc. Common Stock,STI | Solidion Technology Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
NASDAQ,STIM,Neuronetics Inc. Common Stock,STIM | Neuronetics Inc. Common Stock,Health Care,Medical/Dental Instruments
NASDAQ,STKH,Steakholder Foods Ltd. American Depositary Shares,STKH | Steakholder Foods Ltd. American Depositary Shares,Consumer Staples,Packaged Foods
NASDAQ,STKL,SunOpta Inc. Common Stock,STKL | SunOpta Inc. Common Stock,Industrials,Farming/Seeds/Milling
NASDAQ,STKS,The ONE Group Hospitality Inc. Common Stock,STKS | The ONE Group Hospitality Inc. Common Stock,Consumer Discretionary,Restaurants
NASDAQ,STLD,Steel Dynamics Inc.,STLD | Steel Dynamics Inc.,Industrials,Steel/Iron Ore
NASDAQ,STNE,StoneCo Ltd. Class A Common Shares,STNE | StoneCo Ltd. Class A Common Shares,Technology,EDP Services
NASDAQ,STOK,Stoke Therapeutics Inc. Common Stock,STOK | Stoke Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ,STRA,Strategic Education Inc. Common Stock,STRA | Strategic Education Inc. Common Stock,Real Estate,Other Consumer Services
NASDAQ,STRF,MicroStrategy Incorporated 10.00% Series A Perpetual Strife Preferred Stock,STRF | MicroStrategy Incorporated 10.00% Series A Perpetual Strife Preferred Stock,,
NASDAQ,STRK,MicroStrategy Incorporated 8.00% Series A Perpetual Strike Preferred Stock,STRK | MicroStrategy Incorporated 8.00% Series A Perpetual Strike Preferred Stock,Technology,Computer Software: Prepackaged Software
NASDAQ,STRL,Sterling Infrastructure Inc. Common Stock,STRL | Sterling Infrastructure Inc. Common Stock,Industrials,Military/Government/Technical
NASDAQ,STRM,Streamline Health Solutions Inc. Common Stock,STRM | Streamline Health Solutions Inc. Common Stock,Technology,EDP Services
NASDAQ,STRO,Sutro Biopharma Inc. Common Stock,STRO | Sutro Biopharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
